title,attributes
The Handmaiden,"cannes film festival (1), premiere (3), blank (35), internet (4), sydney film festival (1), karlovy vary international film festival (1), jerusalem film festival (1), neuchâtel international fantastic film festival (1), new zealand international film festival (1), new horizons film festival (1), melbourne international film festival (1), film and art festival two riversides (1), extended version (6), cine-vacances seoul film festival (1), ostend film festival (1), toronto international film festival (1), oldenburg film festival (1), atlantic film festival (1), queer screen film fest (1), helsinki international film festival (1), fantastic fest (1), athens international film and video festival (1), los angeles, california (1), calgary film festival (1), edmonton international film festival (1), vancouver international film festival (1), absurde seance (1), bfi london film festival (1), hamptons international film festival (1), film festival cologne (2), sitges film festival (1), grand lyon film festival (1), filmfest homochrom (1), opening night (1), qcinema international film festival (1), international film festival tofifest (1), london east asia film festival (1), limited (2), philadelphia international film festival (1), chicago international film festival (1), stockholm international film festival (1), gijón international film festival (1), barcelona (1), subtitled version (2), international film festival rotterdam (1), iffr in groningen (1), belgrade film festival (1), kino pavasaris - vilnius film festival (1), dvd premiere (3), re-release (4), han cine - korean film festival (1), cinelibri international book&movie festival (1), harvard film archive (1), rtp 2 (1), tv premiere (1), madrid (1), subtitled (2)"
Now You See Me 2,"blank (67), new york city, new york (1), premiere (1), italian speaking region (1), french speaking region (1), german speaking region (1), dvd premiere (2), blu-ray release (1)"
Don't Breathe,"south by southwest film festival (1), bucheon international fantastic film festival (1), fantasia international film festival (1), blank (53), limited (1), motelx - lisbon international horror film festival (1), night visions international film festival (1), beijing international film festival (1), dvd premiere (1), internet (1)"
The Conjuring 2,"frightfest sneak preview (1), nocturna film festival (1), blank (60), buenos aires (1), premiere (1), los angeles film festival (1), dvd premiere (2), re-release (1), tv marathon (1)"
Central Intelligence,"los angeles, california (1), premiere (1), blank (52), dhaka (1), dvd premiere (3), down town taito international comedy film festival (1), internet (1)"
Finding Dory,"los angeles, california (1), premiere (1), blank (87), edinburgh international film festival (1), norwegian international film festival (1), umizora film festival (1)"
The Secret Life of Pets,"festival international du film d'animation d'annecy (1), limited (1), blank (66), venice film festival (1), okinawa international movie festival (1), internet (2)"
Independence Day: Resurgence,"los angeles, california (1), premiere (1), blank (63), pula film festival (1)"
Swiss Army Man,"sundance film festival (1), sydney film festival (1), new york city, new york (1), special screening (1), limited (8), blank (14), neuchâtel international fantastic film festival (1), karlovy vary international film festival (1), indiebo - bogota independent film festival (1), new zealand international film festival (1), bucheon international fantastic film festival (1), guanajuato international film festival (1), berlin fantasy filmfest (1), jameson cinefest international film festival (1), maskoon fantastic film festival (1), helsinki international film festival (1), london (1), premiere (1), zurich film festival (1), cph: pix (1), seoul international youth film festival (1), blu ray release (1), la roche-sur-yon international film festival (1), monsters of film, stockholm (1), kaohsiung film festival (1), american film festival (1), sofia independent film festival (1), thessaloniki international film festival (1), stockholm international film festival (1), cinema one originals film festival (1), dvd premiere (3), subtitled version (1), belgrade film festival (1), internet (2), tv release (1), dvd and blu-ray premiere (2), taipei golden horse film festival (1)"
The Shallows,"new york city, new york (1), premiere (1), blank (60), limited (1), german speaking region (1), dvd premiere (1), internet (1)"
Nerve,"new york city, new york (1), premiere (1), blank (75), french speaking region (1), limited (1), german speaking region (1), blu-ray premiere (1), blu-ray release (1), dvd premiere (1), internet (1)"
The Legend of Tarzan,"los angeles, california (1), premiere (3), blank (65), london (1), buenos aires (1)"
The Purge: Election Year,"blank (41), motelx - lisbon international horror film festival (1), dvd and blu-ray premiere (1), blu-ray release (1), dvd premiere (1), re-release (1), limited (1), internet (2)"
Sully,"telluride film festival (1), new york city, new york (1), premiere (2), blank (63), bfi london film festival (1), american film festival (1), torino film festival (1), buenos aires (1), dvd premiere (1), internet (1), mar del plata film festival (1)"
Bridget Jones's Baby,"london (1), premiere (2), new york city, new york (1), blank (53), italian speaking region (1), zurich film festival (1), french speaking region (1), german speaking region (1), dvd premiere (1), internet (1)"
The Magnificent Seven,"toronto international film festival (1), venice film festival (1), blank (60), donostia-san sebastián international film festival (1), new york city, new york (1), premiere (1), american film festival (1), dvd premiere (1)"
Snowden,"san diego comic-con (1), toronto international film festival (1), blank (50), helsinki international film festival (1), donostia-san sebastián international film festival (1), zurich film festival (1), pac festival (1), bfi london film festival (1), haifa film festival (1), camerimage film festival (1), mar del plata film festival (1), dvd premiere (3), blu-ray release (1), sarajevo film festival (1), internet (1)"
Miss Peregrine's Home for Peculiar Children,"fantastic fest (1), blank (61), dvd premiere (1)"
Deepwater Horizon,"toronto international film festival (1), new orleans, louisiana (1), premiere (1), zurich film festival (1), blank (74), internet (2), dvd premiere (1)"
The Girl on the Train,"london (1), premiere (2), new york city, new york (1), blank (56)"
A Monster Calls,"toronto international film festival (1), donostia-san sebastián international film festival (1), zurich film festival (1), helsinki international film festival (1), fantastic fest (1), bfi london film festival (1), blank (58), mill valley film festival (1), leiden international film festival (1), cph: pix (1), camerimage film festival (1), stockholm international film festival (1), international film festival & awards macao (1), dubai international film festival (1), limited (1), future film festival (1), tv premiere (1), dvd premiere (1)"
Hacksaw Ridge,"venice film festival (1), premiere (3), london (1), sydney (1), beverly hills, california (1), blank (57), madrid premiere (1), dvd premiere (2), internet (1)"
Inferno,"florence (1), premiere (1), blank (61), internet (2), baltimore, maryland (1), blu-ray release (1), dvd premiere (1), re-release (1)"
Moana,"afi fest (1), paris (1), limited (1), blank (73), mar del plata film festival (1), comic con experience (1), dvd premiere (2), re-release (6), tv premiere (1), disney 100th anniversary (1)"
The Accountant,"rome film festival (1), beyond fest (1), hollywood, california (1), premiere (2), blank (70), haifa film festival (1), german speaking region (1), buenos aires (1), italian speaking region (1), french speaking region (1), internet (1)"
Trolls,"bfi london film festival (1), blank (59), chicago international film festival (1), dvd and blu-ray premiere (1), tv premiere (1), dvd premiere (1), internet (1)"
Jack Reacher: Never Go Back,"shanghai (1), premiere (5), new orleans, louisiana (1), french speaking region (1), blank (72), italian speaking region (1), berlin (1), seoul (1), tokyo (1), german speaking region (1), internet (1)"
