title,id,vote_average,vote_count,release_date,revenue,runtime,budget,imdb_id,original_language,original_title,overview,popularity,tagline,genres,production_companies,production_countries,spoken_languages,cast,director,director_of_photography,writers,producers,music_composer,imdb_rating,imdb_votes,poster_path
Pirates of the Caribbean: Dead Men Tell No Tales,166426,6.652,12467,42878,795922298,129,230000000,tt1790809,en,Pirates of the Caribbean: Dead Men Tell No Tales,"Thrust into an all-new adventure, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of survival lies in seeking out the legendary Trident of Poseidon, but to find it, he must forge an uneasy alliance with a brilliant and beautiful astronomer and a headstrong young man in the British navy.",12.0715,All pirates must die.,"Adventure, Action, Fantasy","Walt Disney Pictures, Jerry Bruckheimer Films, Infinitum Nihil",United States of America,English,"Finn Ireland, Michael Dorman, Piper Nairn, Donnie Baxter, Brenton Thwaites, Robert Morgan, Rohan Nichol, Rafael Torrijos, Jessica Green, Orlando Bloom, Paul McCartney, Anthony De La Torre, Andrew Fraser, Danny Kirrane, John Leary, K. Todd Freeman, Nico Cortez, Kevin McNally, Mivon Prince-Leyva, Mollie McGregor, Jonathan Elsom, Mahesh Jadu, Jacob Elordi, David Wenham, James Fraser, Garreth Hadfield, Darcy Laurie, Akos Armont, Zoe Ventoura, Bruce Spence, Lenny Firth, Golshifteh Farahani, Giles New, Keira Knightley, Hannah Walters, Christie-Lee Britten, Kaya Scodelario, Paul Armstrong, Johnny Depp, Winnie Mzembe, Kenneth Radley, Richard Piper, Javier Bardem, Jamie Carter, Lewis McGowan, Ben O'Toole, Andreas Sobik, Dakota Askew, Martin Klebba, Rodney Afif, Goran D. Kleut, James Mackay, Will Ward, Alexander Scheer, Angus Barnett, James Lawson, Sophia McGregor, Juan Carlos Vellido, Justin Smith, Adam Brown, Joe Klocek, Suzanne Dervish-Ali, Derani Scarr, Travis Jeffery, Sean Lynch, Brooke Chamberlain, Rupert Raineri, Akshay Caplash, Stephen Graham, Scott G. Anderson, Charnstar Anderson, Matthew Walker, Delroy Atkinson, Jordan Fulleylove, Kiara Freeman, Bryan Probets, Stephen Lopez, Geoffrey Rush","Joachim Rønning, Espen Sandberg",Paul Cameron,"Terry Rossio, Jeff Nathanson, Stuart Beattie, Ted Elliott, Jay Wolpert","Terry Rossio, Mike Stenson, Joseph M. Caracciolo Jr., Chad Oman, Jerry Bruckheimer, Brigham Taylor",Geoff Zanelli,6.5,375678,/qwoGfcg6YUS55nUweKGujHE54Wy.jpg
Pirates of the Caribbean: On Stranger Tides,1865,6.562,14563,40678,1046721266,136,379000000,tt1298650,en,Pirates of the Caribbean: On Stranger Tides,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love — or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",20.7826,Live forever or die trying.,"Adventure, Action, Fantasy","Walt Disney Pictures, Jerry Bruckheimer Films, Moving Picture Company","United Kingdom, United States of America","English, Español","Damian O'Hare, Jeremy King, Jean Pierre Prats, Astrid Bergès-Frisbey, Kelly Mumme, Juan Carlos Vellido, Gemma Ward, Yuki Matsuzaki, Jorgelina Guadalupe Airaldi, Stephen Graham, Tamayo Perry, Gerard Monaco, Emilia Jones, Geoffrey Rush, Santi Scinelli, John Snowden, Richard Griffiths, Bronson Webb, Randy Herman, Siegfried Peters, Danny Le Boyer, Richard Thomson, Chuck Williams, Nichola Fynn, Brea Berrett, Keith Richards, Daniel Ings, Hannah Walters, Teresa Mahoney, Sam Claflin, Steve Evets, Robert Stone, Clifford Rose, Aaron King, Matt Lasky, Patrick Kennedy, Greg Ellis, Penélope Cruz, LeJon Stewart, Tyrone Lopez, Paul Hunter, Daphne Joy, Roger Allam, Kevin McNally, Harvey Walsh, Ian Mercer, Deobia Oparei, Gintare Beinoraviciute, Nicola Bertram, Claira Watson Parr, Antoinette Kalaj, Sean Francis George, Kristofer Dayne, Steve Saunders, Johnny Depp, Edward Mitchell, Judi Dench, Jody Halse, Ian McShane, David Pinkus, Loretta Walsh, Robbie Kay, Sebastian Armesto, Salomon Passariello, Tristan Laurence Perez, Andrew Crayford, Jason Curle, Richard Stoker, Alan J. Utley-Moore, Bobby Holland Hanton, Steve Morphew, Sanya Hughes, Norberto Morán, Sean Talo, Christopher Fairbank, Óscar Jaenada, Kristen StephensonPino, Anton Lesser, Kitt Barrie, Derek Mears, Harley Jay, Luke Roberts, Paul Bazely, Toni Busker",Rob Marshall,Dariusz Wolski,"Ted Elliott, Tim Powers, Terry Rossio","John DeLuca, Barry H. Waldman, Mike Stenson, Chad Oman, Jerry Bruckheimer, Terry Rossio",Hans Zimmer,6.6,597127,/keGfSvCmYj7CvdRx36OdVrAEibE.jpg
Pitch Perfect 2,254470,6.8,5415,42131,287144079,115,29000000,tt2848292,en,Pitch Perfect 2,"The Bellas are back, and they are better than ever. After being humiliated in front of none other than the President of the United States of America, the Bellas are taken out of the Aca-Circuit. In order to clear their name, and regain their status, the Bellas take on a seemingly impossible task: winning an international competition no American team has ever won. In order to accomplish this monumental task, they need to strengthen the bonds of friendship and sisterhood and blow away the competition with their amazing aca-magic! With all new friends and old rivals tagging along for the trip, the Bellas can hopefully accomplish their dreams.",6.9947,We're back pitches,"Comedy, Music","Brownstone Productions, Gold Circle Films, Universal Pictures",United States of America,English,"Jasmine Paul-Olivier, John Michael Higgins, Pranay Sharma, Keegan-Michael Key, Samantha Smith, Sylvia Weatherspoon, Hariharan Ravi, Brianna O'Rourke, Joe Scarborough, Kyndra Reevey, Sharon Garrison, Gralen Bryant Banks, Windy Diaz, Avi Kaplan, David Bakhtiari, C.J. Perry Barnyashev, Sope Aluko, Shawn Carter Peterson, Donny Barclay, Dilip Rajan, Trace Gaynor, Jerry Clark, Kay Cannon, Blake Shelton, Brandon Lara, Birgitte Hjort Sørensen, Kashish Hora, Anna Kendrick, Robin Roberts, Michael Odokara-Okigbo, Jason Jones, Brent L. Boxberger, Joe Lo Truglio, Daniel Piglavento, Monica Malone, Skylar Astin, Pharrell Williams, David Cross, Phi Vu, Chrissie Fit, Nicolle Wallace, Rohan Murthy, Kirstin Maldonado, Adam Devine, Hailee Steinfeld, Adam Levine, Katey Sagal, Joseph Caigoy, Snoop Dogg, Praveen Rajaguru, Allie Feder, Reggie Watts, Natalie Legendre, Gigi Zumbado, Leticia Jimenez, Marisela Zumbado, Chetan Khanna, Jacinto Rodriguez, Barry Fortgang, Samantha Yonack, Scott Hoying, Jimmy Kimmel, Codie L. Wiggins, Blake Burt, Elizabeth Banks, Aneesh Kanakamedala, Kelley Jakle, Brittany Snow, Christina Aguilera, Josh Sitton, Dominic Tibayan, Ted Moock, Frances Manzo, Michelle Obama, Naomi James, Clay Matthews, Andrew Fitzpatrick, Dakota Scott Smith, Anna Camp, Amaris Flores, Austin Lyon, Brea Grant, Brian Watson, Akiff Premjee, Shelley Regner, Brandon Addison, Alexis Knapp, Thomas J. Lang, Lindsey Legros, Kether Donohue, Alexis Lawson, Rebel Wilson, Jake Tapper, Flula Borg, Jordyn McDempsey, Barack Obama, Jordan Rodgers, Dylan Cheek, Jeremy Williams, Ester Dean, Kimberly Madsen-Thomas, Deke Sharon, Natalie Morales, Mitch Grassi, Kevin Olusola, Ben Platt, Hana Mae Lee, Robert W. Krieger III, Mika Brzezinski, Julian Cruz, Virgil Rosales, Prashant Ramesh, Anton Narinskiy, Cali De La Rosa, John Hodgman, Alison Sahonic, Aakomon Jones, Rosie Perez, Shanna Marie Burris, Britney Chelene Thomas, Ryan Leeper, Rosie O'Donnell, Varshil Patel, Steven Ban",Elizabeth Banks,Jim Denault,"Kay Cannon, Mickey Rapkin","Elizabeth Banks, Paul Brooks, Jason Moore, Max Handelman, Scott Niemeyer",Mark Mothersbaugh,6.4,177706,/oFBQUufCV4c8WZoNhtGM17p884H.jpg
Pitch Perfect 3,353616,6.5,3397,43089,185400345,93,45000000,tt4765284,en,Pitch Perfect 3,"After the highs of winning the world championships, the Bellas find themselves split apart and discovering there aren't job prospects for making music with your mouth. But when they get the chance to reunite for an overseas USO tour, this group of awesome nerds will come together to make some music, and some questionable decisions, one last time.",3.0182,Last Call Pitches,"Comedy, Music","Gold Circle Films, Brownstone Productions",United States of America,English,"Elizabeth Banks, Mao Kawakami, Christopher Leps, Brya Wood, Troy Ian Hall, Rebel Wilson, Kaley Hatfield, Tony Guerrero, Nikki Tomlinson, Shelley Regner, Hana Mae Lee, Chrissie Fit, Hailee Steinfeld, Andy Allo, Brittany Snow, Timothy Douglas Perez, Aden Stay, Carsen Rowe, John Lithgow, Guy Burnet, Jonathon Pawlowski, Alan Phelps, Joshua Lamboy, Diany Rodriguez, Greg Tresan, DJ Khaled, Gary Peebles, Mac Wells, Ruby Rose, Anna Kendrick, Matthew Michael Hoffman, Anna Camp, Ester Dean, Moisés Arias, Kelley Jakle, Matt Lanter, Jessica Chaffin, Skyler Semien, Alexis Knapp, John Michael Higgins, Hannah Fairlight, Brittny Sugarman, Niko Nedyalkov, Jeremy Conner, Trinidad James",Trish Sie,Matthew Clark,"Mike White, Kay Cannon","Paul Brooks, Elizabeth Banks, Jason Moore, David Nicksay, Scott Niemeyer, Max Handelman",Christopher Lennertz,5.8,76950,/v4tbRRX0OSOHcgz2869rEjcBwOJ.jpg
Pixels,257344,5.8,7809,42201,244900000,106,88000000,tt2120120,en,Pixels,Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,8.1168,Play for the planet.,"Action, Comedy, Science Fiction, Fantasy","Columbia Pictures, Happy Madison Productions, 1492 Pictures, LStar Capital, China Film Group Corporation, Film Croppers Entertainment, Prime Focus","China, France, India, United States of America, Canada",English,"Serena Williams, Dan Patrick, Anthony Ippolito, Sara Haines, Bill Lake, Jane Krakowski, Jack Fulton, Kevin Grady, Dave Reachill, Jacob Shinder, Abigail Covert, Josh Gad, Adam Sandler, Michelle Monaghan, Rob Archer, Holly Beavon, Mark Whelan, Dan Aykroyd, Brian Cox, Derwin Philips, Annika Pergament, Andrew Bambridge, Tim Herlihy, Allen Covert, Sadie Sandler, Andrew McMichael, Peter Dinklage, Susie McLean, Jackie Sandler, Joshua Holmes, Steve Koren, Tucker Smallwood, Lainie Kazan, Steve Wiebe, Michael Boisvert, Bridget Graham, Colleen Reynolds, Tom McCarthy, Jared Sandler, Sunny Sandler, Emily Jenkins, Jonathan Loughran, Sistah Lois, Denis Akiyama, Daryl Hall, Bola Olubowale, Meher Pavri, Carlos Alazraqui, James Preston Rogers, Billy West, Hannah Covert, Toru Iwatani, Ron Mustafaa, Matt Lintz, Jocelyn Hudon, Shea James, Sienna James, John Oates, Kevin James, Jimi Shlag, Rose Rollins, Robert Smigel, Mark Sparks, Fiona Shaw, Jean Christophe Loustau, Nick Swardson, William S. Taylor, Eric Trask, Martha Stewart, Lamont James, Ashley Benson, Tyler Malazo, Chris Titone, Matt Frewer, Affion Crockett, Margaret Killingbeck, Jared Riley, Gary Douglas, Sean Bean",Chris Columbus,Amir Mokri,"Tim Herlihy, Patrick Jean, Timothy Dowling","Seth Gordon, La Peikang, Heather Parry, Ben Waisbren, Steve Koren, Chris Columbus, Jack Giarraputo, Johnny Alves, Allen Covert, Benjamin Darras, Barry Bernardi, Michael Barnathan, Adam Sandler, Mark Radcliffe, Patrick Jean, Matias Boucard",Henry Jackman,5.6,174796,/d26S5EfVXLNxRXqyFy1yyl3qRq3.jpg
Pizza 2: Villa,236808,5.8,10,41592,2800000,102,970000,tt3329246,ta,Pizza 2: Villa,Jebin is a writer who is trying to get his work published. He comes to understand his financial status after his father's death. There is also a villa in Pondycherry that has been bequeathed to him by his dad about which he had no clue till then. His ensuing journey to the villa sets the ball rolling for interesting events that get unfurled slowly.,0.2971,One Way Ticket To An Unknown World,"Horror, Thriller","Studio Green, Thirukumaran Entertainment",India,தமிழ்,"Sanchita Shetty, Manikandan, Anjali Rao, Vegan Rajesh, Kaali Venkat, Munishkanth, Ashok Selvan, Boys Rajan, S. J. Suryah, Nassar, Veera Santhanam",Deepan Chakravarthy,Deepak Kumar Padhy,"Manikandan, Arunraja Kamaraj, Deepan Chakravarthy","Manikandan Saravanan, Sundar Annamalai, C. V. Kumar",Santhosh Narayanan,6.2,762,/f8RwjY8X6fngtEGzVHF5o1GEpc2.jpg
Plane,646389,6.908,2500,44937,74515586,107,25000000,tt5884796,en,Plane,"After a heroic job of successfully landing his storm-damaged aircraft in a war zone, a fearless pilot finds himself between the agendas of multiple militias planning to take the plane and its passengers hostage.",6.3965,Survive together or die alone.,"Action, Adventure, Thriller","MadRiver Pictures, di Bonaventura Pictures, G-BASE, Olive Hill Media, Riverstone Pictures","United Kingdom, United States of America","English, Türkçe","Rose Eshay, Yao Tsai, Tara Westwood, Michelle Cortés, Modesto Lacen, Edwin Lee, Fernando Chang, Haleigh Hekking, Jeffrey Holsman, Gerard Butler, Heather Seiffert, Pete Scobell, Jessica Nam, Remi Adeleke, Quinn McPherson, Joey Slotnick, Michelle Lee, Nick Brandon, Jeremy Denzlinger, James Sang Lee, Manuel Álvarez Kim, Oliver Trevena, Ariel Felix, Otis Winston, Daniella Pineda, Jeff Francisco, Paul Ben-Victor, John J. Shim, Jimmy Fung, Matt Cook, Yoson An, Kelly Gale, Tony Goldwyn, Kate Bisset, Ángel Fabián Rivera, Evan Dane Taylor, Lilly Krug, Enele Ma'afu Tauteoli, Claro de los Reyes, Kate Rachesky, Mike Colter, Ricky Robles Cruz, Amber Rivera",Jean-François Richet,Brendan Galvin,"J.P. Davis, Charles Cumming","Gary Raskin, Gerard Butler, Deepak Nayar, Alan Siegel, Marc Butan, Edward Fee, J.P. Davis, Alastair Burlingham, Christian Gudegast, Vicki Dee Rock, Lorenzo di Bonaventura, Nik Bower, Michael Cho, Tim Lee, Allen Liu, Mark Vahradian","Marcus Trumpp, Marco Beltrami",6.5,100346,/qi9r5xBgcc9KTxlOLjssEbDgO0J.jpg
Planes: Fire & Rescue,218836,6.2,882,41837,151165787,83,50000000,tt2980706,en,Planes: Fire & Rescue,"When world-famous air racer Dusty learns that his engine is damaged and he may never race again, he must shift gears and is launched into the world of aerial firefighting. Dusty joins forces with veteran fire and rescue helicopter Blade Ranger and his team, a bunch of all-terrain vehicles known as The Smokejumpers. Together, the fearless team battles a massive wildfire, and Dusty learns what it takes to become a true hero.",3.8135,"When others fly out, heroes fly in.","Animation, Comedy, Adventure, Family","Disney Television Animation, Prana Animation Studios, DisneyToon Studios, Walt Disney Pictures, Prana Studios",United States of America,English,"Jerry Stiller, Ed Harris, Barry Corbin, Regina King, Matt Jones, Bryan Callen, Corri English, Dale Dye, Brad Paisley, Steve Schirripa, Brad Garrett, Caroline Aaron, Julie Bowen, Kevin Michael Richardson, Kate Micucci, Cedric the Entertainer, Curtis Armstrong, Kari Wahlgren, Masasa Moyo, Teri Hatcher, Hal Holbrook, Brent Musburger, Danny Mann, Dane Cook, Ferrell Barron, Wes Studi, John Ratzenberger, Stacy Keach, Erik Estrada, Anne Meara, Patrick Warburton, Fred Willard, Bobs Gannaway, René Auberjonois, John Michael Higgins, Danny Pardo",Bobs Gannaway,0,"John Lasseter, Klay Hall, Jeffrey M. Howard, Bobs Gannaway","John Lasseter, Ferrell Barron",Mark Mancina,5.9,21288,/pOmteFeBDI9FJOPTDvYJYFeAtdp.jpg
Playmobil: The Movie,366668,5.7,301,43626,16349303,99,75000000,tt4199898,en,Playmobil: The Movie,Marla is forced to abandon her carefully structured life to embark on an epic journey to find her younger brother Charlie who has disappeared into the vast and wondrous animated world of Playmobil toys.,2.4029,Let adventure lead you home.,"Family, Animation, Comedy, Adventure","Morgen Studios, DMG Entertainment, Little Dragon Pictures, 2.9 Film Holding, Moritz Borman Productions, ON Animation Studios","Canada, Germany, United Kingdom, United States of America",English,"Jérôme Commandeur, Daniel Radcliffe, Anya Taylor-Joy, Franck Dubosc, Andrew Pifko, Dan Navarro, Tito Ortiz, Ian James Corlett, Harry Standjofski, Kirk Thornton, Paloma Rodríguez, Lino DiSalvo, Keith Silverstein, Gabriel Bateman, Kad Merad, Ben Diskin, Spike Spencer, Maddie Taylor, Christopher Corey Smith, Dino Andrade, Annakin Slayd, Adam Lambert, Karen Strassman, Cindy Robinson, Ryan S. Hill, Meghan Trainor, Kellen Goff, Jim Gaffigan, Jenifer, Kenan Thompson, Mariah Inger",Lino DiSalvo,André Turpin,"Blaise Hemingway, Jason Oremland, Lino DiSalvo, Greg Erb","Dimitri Rassam, Moritz Borman, Axel Von Maydell, Jason Oremland, Lino DiSalvo, Greg Erb, Olivier Glaas, Emmanuel Jacomet, Alexis Vonarb, Aton Soumache, Timothy Burrill, Bahman Naraghi, Bin Wu, Bob Persichetti, Tito Ortiz","Stephan Moccio, Anne Preven, Heitor Pereira",4.9,5124,/zPQzLZnfVw9fbXyxxglyOsmQBlu.jpg
Pleasure,592695,6.303,726,44477,393824,108,1800000,tt8550054,sv,Pleasure,"19 year old Linnéa leaves her small town in Sweden and heads for Los Angeles with the aim of becoming the world's next big porn star, but the road to her goal turns out to be bumpier than she imagined.",10.3753,"In the pursuit of fame, she discovers the price of pleasure.",Drama,"Film i Väst, Flamboyance Films, Lemming Film, Plattform Produktion, SVT, Logical Pictures, Grand Slam Film Production, SF Studios","France, Netherlands, Sweden","English, svenska","Juliette March, Sean Stearley, Ex Libris, Peter Warren, Kendra Spade, Mick Blue, Claudio Bergamin, Ken Melvoin-Berg, Rusty Nails, Casey Calvert, Bill Bailey, Tommy Pistol, Anthony Elias Contreras, Xander Corvus, Sofia Kappel, Steve Holmes, Kelvin Batiste Jr., Eric John Grossbeck, David Freeman, Tee Reel, Ruckus, Abella Danger, Marc Kramer, Danielle Alexandria, Victor Siegel, Chris Cock, Reza Azar, Parker Stuart, Jules Jordan, John Strong, Evelyn Claire, Eva Melander, Kasia Szarek, Mana Afshar, Timi Mason, Zelda Morrison, Dana DeArmond, Yoshi Nurijumi, Alice Grey, Gina Valentina, Nathan Bronson, Mark Spiegler, Maja Kin, Small Hands, Devin McGee, Derrick Pierce, Axel Braun, Ryan McLane, Charlotte Cross, Pryde Pierce, Jason Toler, Jay Allan, Ivy Sherwood, Jack Blaque, Ester Uddén, Michael Thompson, Cammy Ellis, Chanel Preston, Aiden Starr, Lucy Hart",Ninja Thyberg,Sophie Winqvist,"Ninja Thyberg, Peter Modestij, Sissel Dalsgaard Thomsen, Daniela Dahl, Josefine Adolfsson, Isabel Nylund, Sofia Kappel","Pape Boye, Markus Waltå, Eliza Jones, Violaine Pichon, Erik Hemmendorff",Karl Frid,6.3,25602,/TcOsu6iO5prSJbDn9oIQgIW655.jpg
Pok√©mon Detective Pikachu,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Poltergeist,243688,5.2,2348,42144,95682614,93,35000000,tt1029360,en,Poltergeist,"A family's suburban home is invaded by angry spirits. When the terrifying apparitions escalate their attacks and take the youngest daughter, the family must come together to rescue her.",2.9882,They know what scares you.,Horror,"TSG Entertainment, Ghost House Pictures, Vertigo Entertainment, Metro-Goldwyn-Mayer, Fox 2000 Pictures",United States of America,English,"Sam Rockwell, Eve Crawford, Jane Adams, Soma Bhatia, Karen Ivany, Jared Harris, Doug MacLeod, Emily Brobst, Saxon Sharbino, Kennedi Clements, Molly Kidder, Nicholas Braun, L.A. Lopes, Kathryn Greenwood, Patrick Garrow, Susan Heyward, Kyle Catlett, Rosemarie DeWitt, John Stoneham Jr.",Gil Kenan,Javier Aguirresarobe,"Simeon Wilkins, Michael Grais, Kurt Van Der Basch, David Lindsay-Abaire, Mark Victor, Steven Spielberg","Robert Tapert, John Powers Middleton, Sam Raimi, Audrey Chon, J.R. Young, Becki Cross Trujillo, Roy Lee",Marc Streitenfeld,4.9,64045,/jBXupXZ7WEPUpkYFpkQsdipwBQn.jpg
